,label,text,source,chars,words,avg_wlen,puncs,uppers,titles,clean_text,clean_words,chars_c,words_c,avg_wlen_c,puncs_c,uppers_c,titles_c
2468,1,"Love the margaritas, too!",yelp,25,4,6.25,2,4,4,yelp love margaritas,3,20,3,6.25,0,3,3
2469,1,This was my first and only Vegas buffet and it did not disappoint.,yelp,66,13,5.076923076923077,1,13,13,yelp first vegas buffet disappoint,5,34,5,5.076923076923077,0,5,5
2470,1,"Very good, though!",yelp,18,3,6.0,2,3,3,yelp good though,3,16,3,6.0,0,3,3
2471,0,The one down note is the ventilation could use some upgrading.,yelp,62,11,5.636363636363637,1,11,11,yelp one note ventilation could use upgrading,7,45,7,5.636363636363637,0,7,7
2472,1,Great pork sandwich.,yelp,20,3,6.666666666666667,1,3,3,yelp great pork sandwich,4,24,4,6.666666666666667,0,4,4
2473,0,Don't waste your time here.,yelp,27,5,5.4,2,5,5,yelp nt waste time,4,18,4,5.4,0,4,4
2474,0,"Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.",yelp,90,16,5.625,2,16,16,yelp total letdown would much rather go camelback flower shop cartel coffee,12,75,12,5.625,0,12,12
2475,0,"Third, the cheese on my friend's burger was cold.",yelp,49,9,5.444444444444445,3,9,9,yelp third cheese friend burger cold,6,36,6,5.444444444444445,0,6,6
2476,1,We enjoy their pizza and brunch.,yelp,32,6,5.333333333333333,1,6,6,yelp enjoy pizza brunch,4,23,4,5.333333333333333,0,4,4
2477,1,The steaks are all well trimmed and also perfectly cooked.,yelp,58,10,5.8,1,10,10,yelp steaks well trimmed also perfectly cooked,7,46,7,5.8,0,7,7
2478,1,We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,yelp,92,19,4.842105263157895,2,19,19,yelp group 70 claimed would 40 handled us beautifully,9,53,9,4.842105263157895,0,9,9
2479,1,I LOVED it!,yelp,11,3,3.6666666666666665,1,3,3,yelp loved,2,10,2,3.6666666666666665,0,2,2
2480,0,We asked for the bill to leave without eating and they didn't bring that either.,yelp,80,15,5.333333333333333,2,15,15,yelp asked bill leave without eating nt bring either,9,52,9,5.333333333333333,0,9,9
2481,1,"This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.",yelp,110,22,5.0,3,22,22,yelp place jewel las vegas exactly hoping find nearly ten years living,12,70,12,5.0,0,12,12
2482,0,Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,yelp,100,18,5.555555555555555,1,18,18,yelp seafood limited boiled shrimp crab legs crab legs definitely taste fresh,12,77,12,5.555555555555555,0,12,12
2483,0,The selection of food was not the best.,yelp,39,8,4.875,1,8,8,yelp selection food best,4,24,4,4.875,0,4,4
2484,1,Delicious and I will absolutely be back!,yelp,40,7,5.714285714285714,1,7,7,yelp delicious absolutely back,4,30,4,5.714285714285714,0,4,4
2485,1,"This isn't a small family restaurant, this is a fine dining establishment.",yelp,74,12,6.166666666666667,3,12,12,yelp nt small family restaurant fine dining establishment,8,57,8,6.166666666666667,0,8,8
2486,1,They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.,yelp,116,21,5.523809523809524,1,21,21,yelp toro tartare cavier extraordinary liked thinly sliced wagyu white truffle,11,78,11,5.523809523809524,0,11,11
2487,0,I dont think I will be back for a very long time.,yelp,49,12,4.083333333333333,1,12,12,yelp dont think back long time,6,30,6,4.083333333333333,0,6,6
2488,0,"It was attached to a gas station, and that is rarely a good sign.",yelp,65,14,4.642857142857143,2,14,14,yelp attached gas station rarely good sign,7,42,7,4.642857142857143,0,7,7
2489,1,How awesome is that.,yelp,20,4,5.0,1,4,4,yelp awesome,2,12,2,5.0,0,2,2
2490,1,I will be back many times soon.,yelp,31,7,4.428571428571429,1,7,7,yelp back many times soon,5,25,5,4.428571428571429,0,5,5
2491,1,The menu had so much good stuff on it i could not decide!,yelp,57,13,4.384615384615385,1,13,13,yelp menu much good stuff could decide,7,38,7,4.384615384615385,0,7,7
2492,0,"Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.",yelp,93,16,5.8125,4,16,16,yelp worse humiliated worker right front bunch horrible name callings,10,69,10,5.8125,0,10,10
2493,1,CONCLUSION: Very filling meals.,yelp,31,4,7.75,2,4,4,yelp conclusion filling meals,4,29,4,7.75,0,4,4
2494,1,Their daily specials are always a hit with my group.,yelp,52,10,5.2,1,10,10,yelp daily specials always hit group,6,36,6,5.2,0,6,6
2495,0,And then tragedy struck.,yelp,24,4,6.0,1,4,4,yelp tragedy struck,3,19,3,6.0,0,3,3
2496,1,The pancake was also really good and pretty large at that.,yelp,58,11,5.2727272727272725,1,11,11,yelp pancake also really good pretty large,7,42,7,5.2727272727272725,0,7,7
2497,1,"This was my first crawfish experience, and it was delicious!",yelp,60,10,6.0,2,10,10,yelp first crawfish experience delicious,5,40,5,6.0,0,5,5
2498,1,Their monster chicken fried steak and eggs is my all time favorite.,yelp,67,12,5.583333333333333,1,12,12,yelp monster chicken fried steak eggs time favorite,8,51,8,5.583333333333333,0,8,8
2499,1,Waitress was sweet and funny.,yelp,29,5,5.8,1,5,5,yelp waitress sweet funny,4,25,4,5.8,0,4,4
2500,1,"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!",yelp,121,20,6.05,5,20,20,yelp also taste mom multigrain pumpkin pancakes pecan butter amazing fluffy delicious,12,85,12,6.05,0,12,12
2501,0,"I'd rather eat airline food, seriously.",yelp,39,6,6.5,3,6,6,yelp rather eat airline food seriously,6,38,6,6.5,0,6,6
2502,1,Cant say enough good things about this place.,yelp,45,8,5.625,1,8,8,yelp cant say enough good things place,7,38,7,5.625,0,7,7
2503,1,The ambiance was incredible.,yelp,28,4,7.0,1,4,4,yelp ambiance incredible,3,24,3,7.0,0,3,3
2504,1,The waitress and manager are so friendly.,yelp,41,7,5.857142857142857,1,7,7,yelp waitress manager friendly,4,30,4,5.857142857142857,0,4,4
2505,0,I would not recommend this place.,yelp,33,6,5.5,1,6,6,yelp would recommend place,4,26,4,5.5,0,4,4
2506,0,Overall I wasn't very impressed with Noca.,yelp,42,7,6.0,2,7,7,yelp overall nt impressed noca,5,30,5,6.0,0,5,5
2507,0,My gyro was basically lettuce only.,yelp,35,6,5.833333333333333,1,6,6,yelp gyro basically lettuce,4,27,4,5.833333333333333,0,4,4
2508,0,Terrible service!,yelp,17,2,8.5,1,2,2,yelp terrible service,3,21,3,8.5,0,3,3
2509,0,Thoroughly disappointed!,yelp,24,2,12.0,1,2,2,yelp thoroughly disappointed,3,28,3,12.0,0,3,3
2510,1,"I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here.",yelp,88,17,5.176470588235294,4,17,17,yelp nt much pasta love homemade hand made pastas thin pizzas,11,61,11,5.176470588235294,0,11,11
2511,1,"Give it a try, you will be happy you did.",yelp,41,10,4.1,2,10,10,yelp give try happy,4,19,4,4.1,0,4,4
2512,1,By far the BEST cheesecurds we have ever had!,yelp,45,9,5.0,1,9,9,yelp far best cheesecurds ever,5,30,5,5.0,0,5,5
2513,1,Reasonably priced also!,yelp,23,3,7.666666666666667,1,3,3,yelp reasonably priced also,4,27,4,7.666666666666667,0,4,4
2514,1,Everything was perfect the night we were in.,yelp,44,8,5.5,1,8,8,yelp everything perfect night,4,29,4,5.5,0,4,4
2515,1,The food is very good for your typical bar food.,yelp,48,10,4.8,1,10,10,yelp food good typical bar food,6,31,6,4.8,0,6,6
2516,0,it was a drive to get there.,yelp,28,7,4.0,1,7,7,yelp drive get,3,14,3,4.0,0,3,3
2517,1,"At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.",yelp,82,15,5.466666666666667,4,15,15,yelp first glance lovely bakery cafe nice ambiance clean friendly staff,11,71,11,5.466666666666667,0,11,11
2518,0,"Anyway, I do not think i will go back there.",yelp,44,10,4.4,2,10,10,yelp anyway think go back,5,25,5,4.4,0,5,5
2519,1,"Point your finger at any item on the menu, order it and you won't be disappointed.",yelp,82,16,5.125,3,16,16,yelp point finger item menu order wo nt disappointed,9,52,9,5.125,0,9,9
2520,1,"Oh this is such a thing of beauty, this restaurant.",yelp,51,10,5.1,2,10,10,yelp oh thing beauty restaurant,5,31,5,5.1,0,5,5
2521,1,If you haven't gone here GO NOW!,yelp,32,7,4.571428571428571,2,7,7,yelp nt gone go,4,15,4,4.571428571428571,0,4,4
2522,0,"A greasy, unhealthy meal.",yelp,25,4,6.25,2,4,4,yelp greasy unhealthy meal,4,26,4,6.25,0,4,4
2523,0,first time there and might just be the last.,yelp,44,9,4.888888888888889,1,9,9,yelp first time might last,5,26,5,4.888888888888889,0,5,5
2524,1,Those burgers were amazing.,yelp,27,4,6.75,1,4,4,yelp burgers amazing,3,20,3,6.75,0,3,3
2525,0,"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.",yelp,92,18,5.111111111111111,2,18,18,yelp similarly delivery man say word apology food 45 minutes late,11,65,11,5.111111111111111,0,11,11
2526,0,And it was way to expensive.,yelp,28,6,4.666666666666667,1,6,6,yelp way expensive,3,18,3,4.666666666666667,0,3,3
2527,1,"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",yelp,107,23,4.6521739130434785,4,23,23,yelp sure order dessert even need pack togo tiramisu cannoli die,11,64,11,4.6521739130434785,0,11,11
2528,1,This was my first time and I can't wait until the next.,yelp,55,12,4.583333333333333,2,12,12,yelp first time ca nt wait next,7,31,7,4.583333333333333,0,7,7
2529,1,The bartender was also nice.,yelp,28,5,5.6,1,5,5,yelp bartender also nice,4,24,4,5.6,0,4,4
2530,1,Everything was good and tasty!,yelp,30,5,6.0,1,5,5,yelp everything good tasty,4,26,4,6.0,0,4,4
2531,1,This place is two thumbs up....way up.,yelp,38,7,5.428571428571429,5,7,7,yelp place two thumbs way,5,25,5,5.428571428571429,0,5,5
2532,1,"The best place in Vegas for breakfast (just check out a Sat, or Sun.",yelp,68,14,4.857142857142857,3,14,14,yelp best place vegas breakfast check sat sun,8,45,8,4.857142857142857,0,8,8
2533,1,"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.",yelp,137,25,5.48,3,25,25,yelp love authentic mexican food want whole bunch interesting yet delicious meats choose need try place,16,103,16,5.48,0,16,16
2534,0,Terrible management.,yelp,20,2,10.0,1,2,2,yelp terrible management,3,24,3,10.0,0,3,3
2535,1,An excellent new restaurant by an experienced Frenchman.,yelp,56,8,7.0,1,8,8,yelp excellent new restaurant experienced frenchman,6,51,6,7.0,0,6,6
2536,0,If there were zero stars I would give it zero stars.,yelp,52,11,4.7272727272727275,1,11,11,yelp zero stars would give zero stars,7,37,7,4.7272727272727275,0,7,7
2537,1,"Great steak, great sides, great wine, amazing desserts.",yelp,55,8,6.875,4,8,8,yelp great steak great sides great wine amazing desserts,9,56,9,6.875,0,9,9
2538,0,Worst martini ever!,yelp,19,3,6.333333333333333,1,3,3,yelp worst martini ever,4,23,4,6.333333333333333,0,4,4
2539,1,The steak and the shrimp are in my opinion the best entrees at GC.,yelp,66,14,4.714285714285714,1,14,14,yelp steak shrimp opinion best entrees gc,7,41,7,4.714285714285714,0,7,7
2540,1,I had the opportunity today to sample your amazing pizzas!,yelp,58,10,5.8,1,10,10,yelp opportunity today sample amazing pizzas,6,44,6,5.8,0,6,6
2541,0,We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,yelp,115,21,5.476190476190476,3,21,21,yelp waited thirty minutes seated although 8 vacant tables folks waiting,11,72,11,5.476190476190476,0,11,11
2542,1,The yellowtail carpaccio was melt in your mouth fresh.,yelp,54,9,6.0,1,9,9,yelp yellowtail carpaccio melt mouth fresh,6,42,6,6.0,0,6,6
2543,0,I won't try going back there even if it's empty.,yelp,48,10,4.8,3,10,10,yelp wo nt try going back even empty,8,36,8,4.8,0,8,8
2544,0,"No, I'm going to eat the potato that I found some strangers hair in it.",yelp,71,15,4.733333333333333,3,15,15,yelp going eat potato found strangers hair,7,42,7,4.733333333333333,0,7,7
2545,1,Just spicy enough.. Perfect actually.,yelp,37,5,7.4,3,5,5,yelp spicy enough perfect actually,5,34,5,7.4,0,5,5
2546,1,Last night was my second time dining here and I was so happy I decided to go back!,yelp,82,18,4.555555555555555,1,18,18,yelp last night second time dining happy decided go back,10,56,10,4.555555555555555,0,10,10
2547,0,"not even a ""hello, we will be right with you.""",yelp,46,10,4.6,4,10,10,yelp even hello right,4,21,4,4.6,0,4,4
2548,0,The desserts were a bit strange.,yelp,32,6,5.333333333333333,1,6,6,yelp desserts bit strange,4,25,4,5.333333333333333,0,4,4
2549,1,My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.,yelp,148,30,4.933333333333334,1,30,30,yelp boyfriend came first time recent trip vegas could pleased quality food service,13,83,13,4.933333333333334,0,13,13
2550,1,"I really do recommend this place, you can go wrong with this donut place!",yelp,73,14,5.214285714285714,2,14,14,yelp really recommend place go wrong donut place,8,48,8,5.214285714285714,0,8,8
2551,1,Nice ambiance.,yelp,14,2,7.0,1,2,2,yelp nice ambiance,3,18,3,7.0,0,3,3
2552,1,I would recommend saving room for this!,yelp,39,7,5.571428571428571,1,7,7,yelp would recommend saving room,5,32,5,5.571428571428571,0,5,5
2553,0,I guess maybe we went on an off night but it was disgraceful.,yelp,61,13,4.6923076923076925,1,13,13,yelp guess maybe went night disgraceful,6,39,6,4.6923076923076925,0,6,6
2554,0,"However, my recent experience at this particular location was not so good.",yelp,74,12,6.166666666666667,2,12,12,yelp however recent experience particular location good,7,55,7,6.166666666666667,0,7,7
2555,0,"I know this is not like the other restaurants at all, something is very off here!",yelp,81,16,5.0625,2,16,16,yelp know like restaurants something,5,36,5,5.0625,0,5,5
2556,0,AVOID THIS ESTABLISHMENT!,yelp,25,3,8.333333333333334,1,3,3,yelp avoid establishment,3,24,3,8.333333333333334,0,3,3
2557,0,I think this restaurant suffers from not trying hard enough.,yelp,60,10,6.0,1,10,10,yelp think restaurant suffers trying hard enough,7,48,7,6.0,0,7,7
2558,1,All of the tapas dishes were delicious!,yelp,39,7,5.571428571428571,1,7,7,yelp tapas dishes delicious,4,27,4,5.571428571428571,0,4,4
2559,1,I *heart* this place.,yelp,21,4,5.25,3,4,4,yelp heart place,3,16,3,5.25,0,3,3
2560,0,My salad had a bland vinegrette on the baby greens and hearts of Palm.,yelp,70,14,5.0,1,14,14,yelp salad bland vinegrette baby greens hearts palm,8,51,8,5.0,0,8,8
2561,0,After two I felt disgusting.,yelp,28,5,5.6,1,5,5,yelp two felt disgusting,4,24,4,5.6,0,4,4
2562,1,A good time!,yelp,12,3,4.0,1,3,3,yelp good time,3,14,3,4.0,0,3,3
2563,1,I believe that this place is a great stop for those with a huge belly and hankering for sushi.,yelp,94,19,4.947368421052632,1,19,19,yelp believe place great stop huge belly hankering sushi,9,56,9,4.947368421052632,0,9,9
2564,1,Generous portions and great taste.,yelp,34,5,6.8,1,5,5,yelp generous portions great taste,5,34,5,6.8,0,5,5
2565,0,I will never go back to this place and will never ever recommended this place to anyone!,yelp,88,17,5.176470588235294,1,17,17,yelp never go back place never ever recommended place anyone,10,60,10,5.176470588235294,0,10,10
2566,0,"The servers went back and forth several times, not even so much as an ""Are you being helped?""",yelp,93,18,5.166666666666667,4,18,18,yelp servers went back forth several times even much helped,10,59,10,5.166666666666667,0,10,10
2567,1,Food was delicious!,yelp,19,3,6.333333333333333,1,3,3,yelp food delicious,3,19,3,6.333333333333333,0,3,3
2568,0,AN HOUR... seriously?,yelp,21,3,7.0,4,3,3,yelp hour seriously,3,19,3,7.0,0,3,3
2569,0,I consider this theft.,yelp,22,4,5.5,1,4,4,yelp consider theft,3,19,3,5.5,0,3,3
2570,0,Eew... This location needs a complete overhaul.,yelp,47,7,6.714285714285714,4,7,7,yelp eew location needs complete overhaul,6,41,6,6.714285714285714,0,6,6
2571,0,We recently witnessed her poor quality of management towards other guests as well.,yelp,82,13,6.3076923076923075,1,13,13,yelp recently witnessed poor quality management towards guests well,9,67,9,6.3076923076923075,0,9,9
2572,0,Waited and waited and waited.,yelp,29,5,5.8,1,5,5,yelp waited waited waited,4,25,4,5.8,0,4,4
2573,1,"He also came back to check on us regularly, excellent service.",yelp,62,11,5.636363636363637,2,11,11,yelp also came back check us regularly excellent service,9,56,9,5.636363636363637,0,9,9
2574,1,Our server was super nice and checked on us many times.,yelp,55,11,5.0,1,11,11,yelp server super nice checked us many times,8,44,8,5.0,0,8,8
2575,0,"The pizza tasted old, super chewy in not a good way.",yelp,52,11,4.7272727272727275,2,11,11,yelp pizza tasted old super chewy good way,8,42,8,4.7272727272727275,0,8,8
2576,0,I swung in to give them a try but was deeply disappointed.,yelp,58,12,4.833333333333333,1,12,12,yelp swung give try deeply disappointed,6,39,6,4.833333333333333,0,6,6
2577,1,Service was good and the company was better!,yelp,44,8,5.5,1,8,8,yelp service good company better,5,32,5,5.5,0,5,5
2578,1,The staff are also very friendly and efficient.,yelp,47,8,5.875,1,8,8,yelp staff also friendly efficient,5,34,5,5.875,0,5,5
2579,1,"As for the service: I'm a fan, because it's quick and you're being served by some nice folks.",yelp,93,18,5.166666666666667,6,18,18,yelp service fan quick served nice folks,7,40,7,5.166666666666667,0,7,7
2580,0,Boy was that sucker dry!!.,yelp,26,5,5.2,3,5,5,yelp boy sucker dry,4,19,4,5.2,0,4,4
2581,0,Over rated.,yelp,11,2,5.5,1,2,2,yelp rated,2,10,2,5.5,0,2,2
2582,0,"If you look for authentic Thai food, go else where.",yelp,51,10,5.1,2,10,10,yelp look authentic thai food go else,7,37,7,5.1,0,7,7
2583,1,Their steaks are 100% recommended!,yelp,34,5,6.8,2,5,5,yelp steaks 100 recommended,4,27,4,6.8,0,4,4
2584,0,After I pulled up my car I waited for another 15 minutes before being acknowledged.,yelp,83,15,5.533333333333333,1,15,15,yelp pulled car waited another 15 minutes acknowledged,8,54,8,5.533333333333333,0,8,8
2585,1,Great food and great service in a clean and friendly setting.,yelp,61,11,5.545454545454546,1,11,11,yelp great food great service clean friendly setting,8,52,8,5.545454545454546,0,8,8
2586,1,"All in all, I can assure you I'll be back.",yelp,42,10,4.2,3,10,10,yelp assure back,3,16,3,4.2,0,3,3
2587,0,I hate those things as much as cheap quality black olives.,yelp,58,11,5.2727272727272725,1,11,11,yelp hate things much cheap quality black olives,8,48,8,5.2727272727272725,0,8,8
2588,1,"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.",yelp,126,20,6.3,3,20,20,yelp breakfast perpared great beautiful presentation 3 giant slices toast lightly dusted powdered sugar,14,103,14,6.3,0,14,14
2589,0,The kids play area is NASTY!,yelp,28,6,4.666666666666667,1,6,6,yelp kids play area nasty,5,25,5,4.666666666666667,0,5,5
2590,1,Great place fo take out or eat in.,yelp,34,8,4.25,1,8,8,yelp great place fo take eat,6,28,6,4.25,0,6,6
2591,1,The waitress was friendly and happy to accomodate for vegan/veggie options.,yelp,75,11,6.818181818181818,2,11,11,yelp waitress friendly happy accomodate veganveggie options,7,59,7,6.818181818181818,0,7,7
2592,1,OMG I felt like I had never eaten Thai food until this dish.,yelp,60,13,4.615384615384615,1,13,13,yelp omg felt like never eaten thai food dish,9,45,9,4.615384615384615,0,9,9
2593,0,"It was extremely ""crumby"" and pretty tasteless.",yelp,47,7,6.714285714285714,3,7,7,yelp extremely crumby pretty tasteless,5,38,5,6.714285714285714,0,5,5
2594,0,It was a pale color instead of nice and char and has NO flavor.,yelp,63,14,4.5,1,14,14,yelp pale color instead nice char flavor,7,40,7,4.5,0,7,7
2595,1,The croutons also taste homemade which is an extra plus.,yelp,56,10,5.6,1,10,10,yelp croutons also taste homemade extra plus,7,44,7,5.6,0,7,7
2596,0,I got home to see the driest damn wings ever!,yelp,45,10,4.5,1,10,10,yelp got home see driest damn wings ever,8,40,8,4.5,0,8,8
2597,1,It'll be a regular stop on my trips to Phoenix!,yelp,47,10,4.7,2,10,10,yelp regular stop trips phoenix,5,31,5,4.7,0,5,5
2598,1,I really enjoyed Crema Caf̩ before they expanded; I even told friends they had the BEST breakfast.,yelp,99,17,5.823529411764706,2,17,17,yelp really enjoyed crema expanded even told friends best breakfast,10,67,10,5.823529411764706,0,10,10
2599,0,Not good for the money.,yelp,23,5,4.6,1,5,5,yelp good money,3,15,3,4.6,0,3,3
2600,1,I miss it and wish they had one in Philadelphia!,yelp,48,10,4.8,1,10,10,yelp miss wish one philadelphia,5,31,5,4.8,0,5,5
2601,0,"We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.",yelp,129,23,5.608695652173913,4,23,23,yelp got sitting fairly fast ended waiting 40 minutes place order another 30 minutes food arrived,16,97,16,5.608695652173913,0,16,16
2602,1,They also have the best cheese crisp in town.,yelp,45,9,5.0,1,9,9,yelp also best cheese crisp town,6,32,6,5.0,0,6,6
2603,1,"Good value, great food, great service.",yelp,38,6,6.333333333333333,3,6,6,yelp good value great food great service,7,40,7,6.333333333333333,0,7,7
2604,1,Couldn't ask for a more satisfying meal.,yelp,40,7,5.714285714285714,2,7,7,yelp could nt ask satisfying meal,6,33,6,5.714285714285714,0,6,6
2605,1,The food is good.,yelp,17,4,4.25,1,4,4,yelp food good,3,14,3,4.25,0,3,3
2606,1,It was awesome.,yelp,15,3,5.0,1,3,3,yelp awesome,2,12,2,5.0,0,2,2
2607,0,I just wanted to leave.,yelp,23,5,4.6,1,5,5,yelp wanted leave,3,17,3,4.6,0,3,3
2608,1,We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,yelp,90,17,5.294117647058823,4,17,17,yelp made drive way north scottsdale one bit disappointed,9,57,9,5.294117647058823,0,9,9
2609,0,I will not be eating there again.,yelp,33,7,4.714285714285714,1,7,7,yelp eating,2,11,2,4.714285714285714,0,2,2
2610,0,!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,yelp,120,21,5.714285714285714,6,21,21,yelp owners really really need quit soooooo cheap let wrap freaking sandwich two papers one,15,91,15,5.714285714285714,0,15,15
2611,0,I checked out this place a couple years ago and was not impressed.,yelp,66,13,5.076923076923077,1,13,13,yelp checked place couple years ago impressed,7,45,7,5.076923076923077,0,7,7
2612,0,"The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy.",yelp,90,17,5.294117647058823,2,17,17,yelp chicken got definitely reheated ok wedges cold soggy,9,57,9,5.294117647058823,0,9,9
2613,0,"Sorry, I will not be getting food from here anytime soon :(",yelp,59,12,4.916666666666667,3,12,12,yelp sorry getting food anytime soon,6,36,6,4.916666666666667,0,6,6
2614,1,An absolute must visit!,yelp,23,4,5.75,1,4,4,yelp absolute must visit,4,24,4,5.75,0,4,4
2615,1,The cow tongue and cheek tacos are amazing.,yelp,43,8,5.375,1,8,8,yelp cow tongue cheek tacos amazing,6,35,6,5.375,0,6,6
2616,0,My friend did not like his Bloody Mary.,yelp,39,8,4.875,1,8,8,yelp friend like bloody mary,5,28,5,4.875,0,5,5
2617,0,"Despite how hard I rate businesses, its actually rare for me to give a 1 star.",yelp,78,16,4.875,2,16,16,yelp despite hard rate businesses actually rare give 1 star,10,59,10,4.875,0,10,10
2618,1,They really want to make your experience a good one.,yelp,52,10,5.2,1,10,10,yelp really want make experience good one,7,41,7,5.2,0,7,7
2619,0,I will not return.,yelp,18,4,4.5,1,4,4,yelp return,2,11,2,4.5,0,2,2
2620,0,I had the chicken Pho and it tasted very bland.,yelp,47,10,4.7,1,10,10,yelp chicken pho tasted bland,5,29,5,4.7,0,5,5
2621,0,Very disappointing!!!,yelp,21,2,10.5,3,2,2,yelp disappointing,2,18,2,10.5,0,2,2
2622,1,The grilled chicken was so tender and yellow from the saffron seasoning.,yelp,72,12,6.0,1,12,12,yelp grilled chicken tender yellow saffron seasoning,7,52,7,6.0,0,7,7
2623,0,"a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.",yelp,147,32,4.59375,2,32,32,yelp drive thru means want wait around half hour food somehow end going make us wait wait,17,89,17,4.59375,0,17,17
2624,1,Pretty awesome place.,yelp,21,3,7.0,1,3,3,yelp pretty awesome place,4,25,4,7.0,0,4,4
2625,1,Ambience is perfect.,yelp,20,3,6.666666666666667,1,3,3,yelp ambience perfect,3,21,3,6.666666666666667,0,3,3
2626,0,Best of luck to the rude and non-customer service focused new management.,yelp,73,12,6.083333333333333,2,12,12,yelp best luck rude noncustomer service focused new management,9,62,9,6.083333333333333,0,9,9
2627,0,Any grandmother can make a roasted chicken better than this one.,yelp,64,11,5.818181818181818,1,11,11,yelp grandmother make roasted chicken better one,7,48,7,5.818181818181818,0,7,7
2628,0,I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,yelp,119,24,4.958333333333333,1,24,24,yelp asked multiple times wine list time ignored went hostess got one,12,69,12,4.958333333333333,0,12,12
2629,1,"The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!",yelp,114,21,5.428571428571429,2,21,21,yelp staff always super friendly helpful especially cool bring two small boys baby,13,82,13,5.428571428571429,0,13,13
2630,1,Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !,yelp,101,24,4.208333333333333,3,24,24,yelp four stars food guy blue shirt great vibe still letting us eat,13,67,13,4.208333333333333,0,13,13
2631,1,The roast beef sandwich tasted really good!,yelp,43,7,6.142857142857143,1,7,7,yelp roast beef sandwich tasted really good,7,43,7,6.142857142857143,0,7,7
2632,0,"Same evening, him and I are both drastically sick.",yelp,50,9,5.555555555555555,2,9,9,yelp evening drastically sick,4,29,4,5.555555555555555,0,4,4
2633,1,High-quality chicken on the chicken Caesar salad.,yelp,49,7,7.0,2,7,7,yelp highquality chicken chicken caesar salad,6,45,6,7.0,0,6,6
2634,0,Ordered burger rare came in we'll done.,yelp,39,7,5.571428571428571,2,7,7,yelp ordered burger rare came done,6,34,6,5.571428571428571,0,6,6
2635,1,We were promptly greeted and seated.,yelp,36,6,6.0,1,6,6,yelp promptly greeted seated,4,28,4,6.0,0,4,4
2636,0,Tried to go here for lunch and it was a madhouse.,yelp,49,11,4.454545454545454,1,11,11,yelp tried go lunch madhouse,5,28,5,4.454545454545454,0,5,5
2637,1,"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.",yelp,131,25,5.24,4,25,25,yelp proven dead wrong sushi bar quality great service fast food impeccable,12,75,12,5.24,0,12,12
2638,0,"After waiting an hour and being seated, I was not in the greatest of moods.",yelp,75,15,5.0,2,15,15,yelp waiting hour seated greatest moods,6,39,6,5.0,0,6,6
2639,1,This is a good joint.,yelp,21,5,4.2,1,5,5,yelp good joint,3,15,3,4.2,0,3,3
2640,1,The Macarons here are insanely good.,yelp,36,6,6.0,1,6,6,yelp macarons insanely good,4,27,4,6.0,0,4,4
2641,0,I'm not eating here!,yelp,20,4,5.0,2,4,4,yelp eating,2,11,2,5.0,0,2,2
2642,1,"Our waiter was very attentive, friendly, and informative.",yelp,57,8,7.125,3,8,8,yelp waiter attentive friendly informative,5,42,5,7.125,0,5,5
2643,0,Maybe if they weren't cold they would have been somewhat edible.,yelp,64,11,5.818181818181818,2,11,11,yelp maybe nt cold would somewhat edible,7,40,7,5.818181818181818,0,7,7
2644,0,This place has a lot of promise but fails to deliver.,yelp,53,11,4.818181818181818,1,11,11,yelp place lot promise fails deliver,6,36,6,4.818181818181818,0,6,6
2645,0,Very bad Experience!,yelp,20,3,6.666666666666667,1,3,3,yelp bad experience,3,19,3,6.666666666666667,0,3,3
2646,0,What a mistake.,yelp,15,3,5.0,1,3,3,yelp mistake,2,12,2,5.0,0,2,2
2647,0,Food was average at best.,yelp,25,5,5.0,1,5,5,yelp food average best,4,22,4,5.0,0,4,4
